VgNIRBI,PISI,NDVI,EMBI,VrNIRBI,IBI,NDBI,cf_cvg,avg_rad,label
-0.1562616515423028,0.0579246045064535,0.0697517082486199,-0.0897583005815048,-0.0697517082486199,-15.913936287283615,-0.0108109529612542,,70.09389825270905,0
-0.1630727119940106,0.0543529797353618,0.1298268037026287,-0.1240794691468867,-0.1298268037026287,-0.0194004287854068,-0.044529234271309,,70.09389825270905,0
-0.152122109343725,0.0732000156838862,0.101133341276413,-0.0275893751038526,-0.101133341276413,-0.6737108759570587,0.0872934675956026,,70.09389825270905,0
-0.2797843603242897,0.0235487784370677,0.288705570743514,-0.1242541340529433,-0.288705570743514,0.9782461016204884,-0.1235256289274574,,70.09389825270905,0
-0.2263839564466255,0.0487422718833627,0.1942092310323169,-0.024817160888703,-0.1942092310323169,-2.9340898842101577,0.0117967445897139,,70.09389825270905,0
-0.0841543056835852,0.0890095953575367,0.0564684029302251,-0.0705553748677798,-0.0564684029302251,6.746530827738714,0.0561308789875711,,70.09389825270905,0
-0.1191717412506659,0.0798084998348498,0.0887158722999099,0.0052256303474898,-0.0887158722999099,-4.347160157206999,0.1226700742657099,,70.09389825270905,0
-0.0937096696401764,0.0830639266123577,0.0638791490552819,-0.1452081872771377,-0.0638791490552819,0.6668971437449054,-0.0136004980040147,,70.09389825270905,0
-0.1836919300064602,0.0507885932920741,0.1171053523811394,-0.1268584218793379,-0.1171053523811394,1.31277445533837,-0.0715491989848529,,70.09389825270905,0
-0.2146611645463829,0.0570545115869163,0.1750621130515863,-0.0492123022074501,-0.1750621130515863,15.050844125931128,-0.0165764069800306,,70.09389825270905,0
-0.0960713118154222,0.0803950287932564,0.0647229416518058,-0.0756327964529112,-0.0647229416518058,-3.272066855121443,0.0390085930194582,,70.09389825270905,0
-0.3547640349559732,0.0280628031949115,0.2350351371680197,0.1079833270125406,-0.2350351371680197,-58.4993097531117,0.0627550761281994,,70.09389825270905,0
-0.3101107921050789,0.0178700348532779,0.1214315212977982,0.1373371321410537,-0.1214315212977982,19.149097790086504,0.1368970577189661,,70.09389825270905,0
-0.3386967382461991,0.022379793096054,0.1497069839215757,0.1250934129514381,-0.1497069839215757,-7.076481234787382,0.0944076773755849,,70.09389825270905,0
-0.2015231283760419,0.053057345507416,0.1685618209028858,-0.1684755803816515,-0.1685618209028858,1.1446530938310462,-0.1283898194867078,,70.09389825270905,0
-0.1701355898322986,0.0754817975114991,0.1506257033842399,-0.1535484449501186,-0.1506257033842399,0.9671573295311336,-0.1015236435116855,,70.09389825270905,0
-0.3479350338121351,0.003086694155965,0.3655291031428312,-0.0714640726719843,-0.3655291031428312,1.0050784190650683,-0.1414947957225823,,70.09389825270905,0
-0.2517826929829808,0.0364704741741298,0.2524677224778822,-0.1079915365559036,-0.2524677224778822,1.8513208815860087,-0.0961643249316244,,70.09389825270905,0
-0.1484699105533579,0.0659235326078858,0.1006271808579768,-0.1717871815511823,-0.1006271808579768,7.209754930015912,-0.1100212780100724,,70.09389825270905,0
-0.3027491042996278,0.0298411290704996,0.1325988883238791,0.1185953196458467,-0.1325988883238791,-188.7440822759857,0.1136368977531366,,70.09389825270905,0
-0.3655334455157671,0.0296003333242316,0.2038628888979279,0.1709307537417279,-0.2038628888979279,-1.3864691329311585,0.1253055675125862,,70.09389825270905,0
-0.1266606596668518,0.0722480995913842,0.0884519276614123,-0.0632274516424885,-0.0884519276614123,0.96739722525044,0.0529968843278561,,70.09389825270905,0
-0.0285759002875619,0.0998649588811285,-0.0073186522341511,-0.244598108434403,0.0073186522341511,1.1025418719576443,-0.0767988896774535,,70.09389825270905,0
-0.0348146030841286,0.1002108638913919,0.0140363641595854,-0.1837550296930628,-0.0140363641595854,1.209162187924641,-0.0236530001350049,,70.09389825270905,0
-0.2538722479530175,0.0416941328731032,0.0554387778184298,-0.0238334441147449,-0.0554387778184298,-0.2811063681554648,0.0164978541353281,,70.09389825270905,0
-0.3273065165539162,0.0213625040504201,0.17192784818337,0.1411444053693063,-0.17192784818337,-30.18197602538396,0.1121512975024,,70.09389825270905,0
-0.0570748680165452,0.1076277058553367,0.0423754550686771,-0.1503991086629569,-0.0423754550686771,0.9013916022765478,-0.0182194035217494,,70.09389825270905,0
-0.1193175651522136,0.0836662267714134,0.0801513321970901,-0.1382815801863572,-0.0801513321970901,1.1851692414773165,-0.0254397894797477,,70.09389825270905,0
-0.115214182608392,0.0901658709642087,0.1101156166299506,-0.0646809039816313,-0.1101156166299506,-2.4059890126603087,0.0590850196440709,,70.09389825270905,0
-0.1606959321582962,0.0767883827279756,0.1438066793493277,-0.0540332647260266,-0.1438066793493277,-2.145281942352128,0.0384121652620807,,70.09389825270905,0
-0.340899227276995,0.0141229551999999,0.376209690368474,-0.1319914195799462,-0.376209690368474,1.4444328513865765,-0.196044737442071,,70.09389825270905,0
-0.2630018248476596,0.0445356496792846,0.2401160615641768,-0.1384628511223441,-0.2401160615641768,1.913409241086214,-0.1621973440499792,,70.09389825270905,0
-0.4258761806913798,0.0051920975314789,0.3233860230729409,0.1614943256921768,-0.3233860230729409,-22.30869533294985,0.0408160695528839,,70.09389825270905,0
-0.3640112303499824,0.0343890581660353,0.3064702738616686,-0.0469696255052421,-0.3064702738616686,0.077011824970609,-0.111345562962159,,70.09389825270905,0
-0.1630005639999003,0.0625318731067445,0.1355660804829369,-0.0432458821272821,-0.1355660804829369,-28.7003282684109,0.0434791874105837,,70.09389825270905,0
-0.2401835777952937,0.031449463809212,0.1940971072163402,-0.1092744259514692,-0.1940971072163402,-0.0051928998197219,-0.0863086621573442,,70.09389825270905,0
-0.1086971271871266,0.0706592949923881,0.0601452374529909,-0.1315152716138937,-0.0601452374529909,0.5309723224954326,-0.0154866630871383,,70.09389825270905,0
-0.3486168198500334,0.0186805585366378,0.1519765233631891,0.1741091969778501,-0.1519765233631891,-18.51225483282767,0.1297971985268061,,70.09389825270905,0
-0.3372273498742423,0.0203076697375645,0.15942921874882,0.0813619842790692,-0.15942921874882,-1.2349357072163996,0.0515519173907656,,70.09389825270905,0
-0.3097140473101942,0.032531658553147,0.2085693639407375,0.0454206792834048,-0.2085693639407375,-1.7614344112955045,0.022198191790515,,70.09389825270905,0
-0.0744322395818139,0.0874658836628323,0.0332544282420226,-0.165653480833424,-0.0332544282420226,2.6101041176521123,-0.0421172330337191,,70.09389825270905,0
-0.0280217852186425,0.1057795262535373,0.0223376857817595,-0.1746660983172883,-0.0223376857817595,2.1359167655320257,-0.021887205825966,,70.09389825270905,0
-0.0057491256904929,0.119900553213612,-0.0104737919948609,-0.1535618726319549,0.0104737919948609,0.2239498131709444,0.0360621581920344,,70.09389825270905,0
-0.1104016546871537,0.0779835900996541,0.0793645155848517,0.0428986536641873,-0.0793645155848517,2.366918087530137,0.1664345820901181,,70.09389825270905,0
-0.087689450456972,0.0804295055670611,0.042369631144649,-0.095231145945103,-0.042369631144649,3.475755529341724,0.0313461165612249,,70.09389825270905,0
-0.1745754331512749,0.0602437207913013,0.1563031564452612,0.0081465303993465,-0.1563031564452612,0.4886081380114055,0.078929036781151,,70.09389825270905,0
-0.3682582507069837,0.0176367921117802,0.186107221963358,0.1043506765983047,-0.186107221963358,-5.55256622944532,0.0518361239773165,,70.09389825270905,0
-0.0775286654645628,0.1105997176303064,0.0680335338777503,-0.1610618885601191,-0.0680335338777503,43.927696258550405,-0.0553690791653675,,70.09389825270905,0
-0.3777696597670168,0.0098936650604133,0.1574810303977064,0.1991119242433607,-0.1574810303977064,-3.2855004139737445,0.1445498669883908,,70.09389825270905,0
-0.1620784716424752,0.0708336536761925,0.1342221138523347,-0.1080980778913359,-0.1342221138523347,-0.0871777387774183,-0.0182460509451542,,70.09389825270905,0
-0.1136755759291233,0.0845139645662305,0.0768407510727812,-0.1141406590033111,-0.0768407510727812,-0.4455472592945088,8.001568579557842e-05,,70.09389825270905,0
-0.2211472286716998,0.0633559900422311,0.1889702177712714,-0.0658980575806082,-0.1889702177712714,11.77722547044479,-0.0389065847472622,,70.09389825270905,0
-0.1731631603708161,0.0632511721273284,0.1172589015327955,-0.0104377498116166,-0.1172589015327955,-0.7188833248518914,0.0714512790036096,,70.09389825270905,0
-0.2556994607180861,0.0457957663832209,0.1760297823994858,0.0085351721566583,-0.1760297823994858,0.3244962698295457,0.031059104361557,,70.09389825270905,0
-0.2712710757265368,0.0397637495001991,0.1696189474015997,0.0824251333153692,-0.1696189474015997,3.3049528869964444,0.1011911957898996,,70.09389825270905,0
-0.2679843308776885,0.0283947841382926,0.2634240294534291,-0.0878593070356637,-0.2634240294534291,0.7056043559914426,-0.0813136356584091,,70.09389825270905,0
-0.2500883466244059,0.0389440153989228,0.2382435830737362,-0.101638665371081,-0.2382435830737362,-0.3014119175101724,-0.085528482488072,,70.09389825270905,0
-0.2013381622036503,0.0581278620233635,0.1810436105981672,-0.0625414359693634,-0.1810436105981672,0.7805086076595392,-0.0087708593636376,,70.09389825270905,0
